NGC 860,15.0,0.5,0.3
NGC 861,13.8,1.5,0.5
NGC 862,12.8,0.9,0.8
NGC 863,12.9,1.1,1.0
NGC 864,10.9,4.7,3.2
NGC 865,13.1,1.5,0.4
NGC 866,13.9,1.1,1.0
NGC 867,14.0,1.2,1.1
NGC 868,13.9,1.3,1.0
NGC 869,5.3,30.0,30.0
NGC 870,16.0,0.3,0.3
NGC 871,13.6,1.1,0.5
NGC 872,13.8,1.5,0.8
NGC 873,13.0,1.6,1.3
NGC 874,14.2,0.9,0.5
NGC 875,12.9,1.2,1.1
NGC 876,14.5,2.0,0.4
NGC 877,11.9,2.4,1.9
NGC 878,13.7,0.8,0.5
NGC 879,15.1,0.7,0.6
NGC 880,15.8,0.4,0.3
NGC 881,12.4,2.3,1.5
NGC 882,13.6,1.2,0.6
NGC 883,13.0,1.7,1.3
NGC 884,6.1,30.0,30.0
NGC 885,13.9,1.1,1.0
NGC 886,99.9,8.0,8.0
NGC 887,13.0,2.0,1.6
NGC 888,14.5,1.1,0.9
NGC 889,13.3,1.0,0.9
NGC 890,11.2,2.9,2.3
NGC 891,9.9,13.1,2.8
NGC 892,15.7,0.6,0.4
NGC 893,12.9,1.4,1.0
NGC 895,11.7,3.6,2.6
NGC 896,99.9,27.0,13.0
NGC 897,11.8,2.1,1.3
NGC 898,12.9,1.8,0.4
NGC 899,12.6,1.8,1.3
NGC 900,13.7,1.1,0.7
NGC 901,15.5,0.4,0.4
NGC 902,14.0,0.6,0.5
NGC 903,16.7,0.5,0.3
NGC 904,13.6,1.2,0.9
NGC 905,15.6,0.5,0.3
NGC 906,12.9,1.8,1.6
NGC 907,12.6,1.9,0.6
NGC 908,10.2,6.1,2.7
NGC 909,13.3,0.9,0.9
NGC 910,12.2,2.0,2.0
NGC 911,12.7,1.7,0.9
NGC 912,15.0,0.9,0.8
NGC 913,15.8,0.5,0.2
NGC 914,13.0,1.8,1.3
NGC 915,15.0,0.7,0.7
NGC 916,15.0,0.9,0.3
NGC 917,14.5,2.5,1.3
NGC 918,12.2,3.5,2.0
NGC 919,14.5,1.2,0.3
NGC 920,13.9,1.5,1.1
NGC 921,14.0,1.4,0.6
NGC 922,12.1,2.0,1.6
NGC 923,13.7,0.8,0.6
NGC 924,12.4,2.3,1.3
NGC 925,10.1,10.9,6.2
NGC 926,13.3,1.8,1.0
NGC 927,13.4,1.2,1.2
NGC 928,13.9,0.7,0.3
NGC 929,15.0,1.0,0.6
NGC 931,12.8,3.9,0.8
NGC 932,13.4,1.9,1.6
NGC 933,13.8,1.3,0.9
NGC 934,13.1,1.3,0.9
NGC 935,12.9,1.7,1.1
NGC 936,10.1,4.3,3.8
NGC 937,14.2,1.1,0.5
NGC 938,12.4,1.6,1.2
NGC 939,13.0,1.2,1.0
NGC 940,12.4,1.2,0.9
NGC 941,12.4,2.7,1.8
NGC 942,14.0,2.8,1.3
NGC 943,14.0,2.8,1.3
NGC 944,14.0,1.1,0.4
NGC 945,12.1,2.3,2.2
NGC 946,13.2,1.5,1.0
NGC 947,12.6,2.1,1.1
NGC 948,14.0,1.4,1.1
NGC 949,11.8,2.7,1.7
NGC 950,14.0,1.3,0.8
NGC 951,14.6,1.0,0.6
NGC 953,13.5,1.5,1.5
NGC 954,12.8,1.6,0.8
NGC 955,12.0,2.9,0.9
NGC 956,8.9,8.0,8.0
NGC 957,7.6,11.0,11.0
NGC 958,12.1,2.9,0.9
NGC 959,12.4,2.3,1.4
NGC 960,14.0,1.2,0.3
NGC 961,13.4,2.1,1.6
NGC 962,12.9,1.7,1.2
NGC 963,14.5,0.8,0.8
NGC 964,12.6,2.1,0.5
NGC 965,14.2,1.0,0.8
NGC 966,13.3,1.0,0.9
NGC 967,12.5,1.6,1.0
NGC 968,12.2,3.6,1.9
NGC 969,12.3,1.7,1.0
NGC 970,15.5,0.7,0.2
NGC 972,11.4,3.3,1.6
NGC 973,12.8,3.7,0.5
NGC 974,12.7,3.0,2.5
NGC 975,13.1,1.1,0.8
NGC 976,12.4,1.6,1.3
NGC 977,13.0,2.0,1.6
NGC 979,12.8,1.2,1.0
NGC 980,13.0,1.7,0.9
NGC 981,14.0,1.0,0.6
NGC 982,12.5,1.5,0.6
NGC 983,14.0,1.2,0.9
NGC 984,12.8,3.0,2.0
NGC 985,13.4,1.0,0.9
NGC 986,10.9,4.0,3.2
NGC 987,12.4,1.3,1.1
NGC 988,11.0,4.6,2.5
NGC 989,15.0,0.6,0.6
NGC 990,12.4,1.8,1.5
NGC 991,11.7,3.0,2.7
NGC 992,12.6,0.9,0.7
NGC 993,13.6,0.9,0.8
NGC 994,14.7,0.9,0.8
NGC 995,13.4,1.7,1.2
NGC 996,13.0,1.4,1.4
NGC 997,14.5,1.0,0.9
NGC 998,15.5,0.5,0.5
NGC 999,13.5,0.9,0.8
NGC 1000,15.5,0.8,0.8
NGC 1001,14.5,0.7,0.3
NGC 1002,13.1,1.2,0.9
NGC 1003,11.4,5.7,2.2
NGC 1004,12.7,1.4,1.2
NGC 1005,14.5,0.9,0.4
NGC 1006,13.6,0.9,0.8
NGC 1007,15.5,0.6,0.2
NGC 1008,13.6,0.8,0.6
NGC 1009,14.4,1.4,0.2
NGC 1010,14.0,0.9,0.8
NGC 1011,15.0,0.6,0.6
NGC 1012,12.0,2.5,1.1
NGC 1013,14.0,0.8,0.6
NGC 1015,12.1,2.6,2.6
NGC 1016,11.6,2.3,2.3
NGC 1017,14.0,0.7,0.6
NGC 1018,15.0,1.0,0.6
NGC 1019,13.5,1.0,0.9
NGC 1020,14.1,0.8,0.2
NGC 1021,14.2,0.7,0.5
NGC 1022,11.3,2.6,2.5
NGC 1023,9.4,8.1,3.4
NGC 1024,12.1,3.9,1.5
NGC 1025,13.9,0.9,0.5
NGC 1026,12.6,2.0,1.8
NGC 1027,6.7,20.0,20.0
NGC 1028,15.5,0.9,0.3
NGC 1029,13.1,1.4,0.4
NGC 1030,13.2,1.6,0.7
NGC 1031,13.4,1.9,1.1
NGC 1032,11.6,3.4,1.1
NGC 1033,14.0,1.2,1.0
NGC 1034,14.0,0.9,0.7
NGC 1035,12.2,2.2,0.6
NGC 1036,13.2,1.5,1.1
NGC 1038,13.4,1.2,0.4
NGC 1039,5.2,35.0,35.0
NGC 1040,13.9,1.7,0.8
NGC 1041,14.0,1.7,1.3
NGC 1042,11.0,4.9,4.0
NGC 1043,15.5,0.9,0.2
NGC 1044,13.2,0.5,0.5
NGC 1045,13.0,2.3,1.2
NGC 1046,13.8,0.4,0.4
NGC 1047,15.0,1.3,0.6
NGC 1049,12.6,1.2,1.2
NGC 1050,12.6,1.4,1.1
NGC 1051,13.0,2.1,1.6
NGC 1052,10.5,2.8,2.0
NGC 1053,12.9,1.7,0.8
NGC 1054,13.6,0.9,0.5
NGC 1055,10.6,7.6,3.0
NGC 1056,12.4,2.4,1.1
NGC 1057,14.2,1.2,0.8
NGC 1058,11.2,3.2,3.1
NGC 1060,11.8,2.3,1.7
NGC 1061,14.0,0.9,0.6
NGC 1063,14.0,1.4,0.5
NGC 1064,14.0,1.1,1.0
NGC 1065,14.0,0.8,0.7
NGC 1066,13.3,1.7,1.6
NGC 1067,13.7,1.1,1.0
NGC 1068,8.9,7.3,6.3
NGC 1069,14.5,1.4,0.9
NGC 1070,11.9,2.3,1.9
NGC 1071,15.0,1.2,0.5
NGC 1072,13.4,1.5,0.5
NGC 1073,11.0,4.9,4.3
NGC 1074,14.0,2.0,1.3
NGC 1075,15.0,0.8,0.6
NGC 1076,13.0,2.0,1.1
NGC 1078,15.0,0.9,0.8
NGC 1079,11.5,3.4,2.2
NGC 1080,13.5,1.1,0.8
NGC 1081,13.0,1.6,0.6
NGC 1082,15.5,0.9,0.7
NGC 1083,14.0,1.6,0.3
NGC 1084,10.7,3.5,2.1
NGC 1085,12.3,2.4,1.7
NGC 1086,12.8,1.5,1.0
NGC 1087,10.9,3.9,2.3
NGC 1088,15.0,1.0,0.6
NGC 1089,14.0,0.9,0.8
NGC 1090,11.8,3.9,1.8
NGC 1091,14.1,0.9,0.6
NGC 1092,13.4,0.9,0.8
NGC 1093,13.1,1.8,1.1
NGC 1094,12.5,1.3,1.0
NGC 1095,13.3,1.3,0.8
NGC 1096,13.6,1.9,1.8
NGC 1097,9.5,9.4,6.6
NGC 1098,12.6,1.7,1.3
NGC 1099,13.1,1.9,0.6
NGC 1100,13.0,1.7,0.8
NGC 1101,13.0,1.3,1.0
NGC 1102,14.0,0.8,0.6
NGC 1103,12.9,2.2,0.6
NGC 1104,13.6,1.2,0.9
NGC 1105,15.0,0.7,0.5
NGC 1106,12.3,1.8,1.8
NGC 1107,12.2,1.8,1.5
NGC 1108,14.1,0.8,0.4
NGC 1109,13.8,1.1,0.9
NGC 1110,14.0,2.9,0.5
NGC 1111,16.0,0.5,0.2
NGC 1112,14.6,1.2,0.9
NGC 1114,13.0,1.8,0.8
NGC 1115,15.5,0.7,0.2
NGC 1116,14.3,1.4,0.3
NGC 1117,15.0,0.5,0.3
NGC 1118,14.0,2.2,0.7
NGC 1119,14.8,0.5,0.4
NGC 1120,14.0,1.3,0.8
NGC 1121,12.9,0.9,0.4
NGC 1122,12.1,1.8,1.3
NGC 1123,13.0,1.8,1.3
NGC 1124,13.8,1.0,0.8
NGC 1125,12.6,1.8,0.9
NGC 1126,14.6,0.8,0.2
NGC 1127,14.4,0.8,0.8
NGC 1128,15.5,0.5,0.5
NGC 1129,12.5,4.0,3.1
NGC 1130,13.0,0.4,0.4
NGC 1131,15.5,0.4,0.4
NGC 1132,12.3,2.5,1.3
NGC 1133,15.0,0.9,0.6
NGC 1134,12.1,2.5,0.9
NGC 1135,16.2,0.7,0.3
NGC 1136,13.0,1.4,1.2
NGC 1137,12.4,2.2,1.3
NGC 1138,12.8,1.1,0.9
NGC 1139,15.0,1.2,0.8
NGC 1140,12.5,1.8,1.0
NGC 1141,14.1,0.9,0.7
NGC 1142,13.8,0.9,0.5
NGC 1143,14.0,0.9,0.7
NGC 1144,12.9,0.9,0.5
NGC 1145,12.5,3.2,0.5
NGC 1148,15.0,1.4,0.8
NGC 1149,14.0,0.6,0.5
NGC 1150,15.0,0.9,0.6
NGC 1151,15.9,0.4,0.3
NGC 1152,15.0,0.9,0.6
NGC 1153,12.4,1.3,1.3
NGC 1154,14.0,1.0,0.8
NGC 1155,14.0,1.0,0.8
NGC 1156,11.7,3.3,2.8
NGC 1157,16.5,0.5,0.1
NGC 1158,15.0,0.9,0.6
NGC 1159,14.0,0.5,0.4
NGC 1160,12.8,1.9,0.9
NGC 1161,11.0,2.8,2.0
NGC 1162,13.0,1.4,1.4
NGC 1163,13.8,2.2,0.3
NGC 1164,13.1,1.3,1.1
NGC 1165,12.7,2.5,0.9
NGC 1166,14.0,1.2,1.1
NGC 1167,12.4,2.8,2.4
NGC 1168,14.2,1.1,0.6
NGC 1169,11.3,4.6,2.7
NGC 1171,12.3,2.7,1.1
NGC 1172,11.9,2.3,1.7
NGC 1174,12.5,3.2,1.2
NGC 1175,12.9,1.9,0.7
NGC 1177,14.5,0.4,0.4
NGC 1179,12.0,4.7,3.8
NGC 1180,15.8,0.6,0.5
NGC 1181,16.4,0.8,0.2
NGC 1182,15.6,0.9,0.4
NGC 1184,12.4,2.8,0.6
NGC 1185,15.0,1.2,0.4
NGC 1186,11.4,3.2,1.2
NGC 1187,10.8,5.6,3.8
NGC 1188,14.5,1.0,0.5
NGC 1189,13.9,1.7,1.5
NGC 1190,14.2,0.9,0.3
NGC 1191,14.3,0.6,0.5
NGC 1192,14.4,0.7,0.3
NGC 1193,12.6,1.5,1.5
NGC 1194,12.9,1.8,1.0
NGC 1195,14.0,0.5,0.5
NGC 1196,14.0,1.4,1.4
NGC 1198,12.5,1.9,1.1
NGC 1199,11.4,2.3,1.7
NGC 1200,13.0,2.9,1.5
NGC 1201,10.7,3.3,1.9
NGC 1202,15.5,0.6,0.5
NGC 1204,15.0,1.2,0.3
NGC 1205,15.6,0.9,0.4
NGC 1206,15.9,0.5,0.5
NGC 1207,12.6,2.3,1.6
NGC 1208,14.0,1.9,0.9
NGC 1209,11.4,2.2,1.1
NGC 1210,12.6,1.9,1.7
NGC 1211,12.3,2.1,1.9
NGC 1212,15.5,1.0,0.5
NGC 1213,14.5,1.8,1.4
NGC 1214,14.0,1.3,0.3
NGC 1215,14.1,1.5,1.1
NGC 1216,14.8,0.8,0.2
NGC 1217,12.4,1.8,1.3
NGC 1218,12.7,1.3,1.0
NGC 1219,13.0,1.2,1.2
NGC 1220,11.8,1.6,1.6
NGC 1221,15.0,1.2,0.4
NGC 1222,12.5,0.8,0.6
NGC 1223,15.0,1.2,1.2
NGC 1224,13.7,1.4,1.2
NGC 1225,15.0,1.0,0.6
NGC 1226,12.9,2.1,1.9
NGC 1227,14.2,1.0,0.9
NGC 1228,13.2,1.6,0.9
NGC 1229,14.0,1.4,0.9
NGC 1230,14.4,0.6,0.2
NGC 1231,14.5,0.8,0.8
NGC 1232,9.9,7.1,6.3
NGC 1233,13.2,1.8,0.6
NGC 1234,15.0,1.5,1.0
NGC 1235,13.2,1.8,0.6
NGC 1236,15.5,0.5,0.3
NGC 1238,14.0,1.6,1.2
NGC 1239,15.0,1.2,0.6
NGC 1241,12.0,3.2,2.1
NGC 1242,13.7,1.2,0.6
NGC 1244,13.9,1.9,0.4
NGC 1245,8.4,10.0,10.0
NGC 1246,13.9,1.3,0.8
NGC 1247,12.5,3.4,0.5
NGC 1248,12.5,1.2,1.0
NGC 1249,11.8,4.7,2.5
NGC 1250,12.8,2.1,0.9
NGC 1253,11.7,5.3,2.3
NGC 1254,14.1,0.8,0.7
NGC 1255,10.9,4.2,2.7
NGC 1256,13.6,1.1,0.4
NGC 1258,13.3,1.3,0.9
NGC 1259,15.5,0.6,0.6
NGC 1260,13.3,1.1,0.5
NGC 1261,8.4,6.9,6.9
NGC 1262,14.2,0.9,0.7
NGC 1263,15.0,0.7,0.6
NGC 1264,15.5,1.0,0.5
NGC 1265,12.1,1.8,1.6
NGC 1266,14.0,1.6,1.0
NGC 1267,15.5,1.1,0.9
NGC 1268,13.4,0.9,0.6
NGC 1269,9.4,9.7,8.4
NGC 1270,13.1,0.9,0.7
NGC 1271,14.1,0.5,0.2
NGC 1272,11.8,2.2,2.0
NGC 1273,13.2,0.9,0.9
NGC 1274,14.1,0.4,0.2
NGC 1275,11.9,2.3,1.6
NGC 1277,13.5,0.8,0.3
NGC 1278,12.4,1.4,1.1
NGC 1279,15.8,0.6,0.4
NGC 1280,13.4,0.9,0.8
NGC 1281,13.3,0.4,0.4
NGC 1282,12.9,1.4,1.1
NGC 1283,13.6,0.7,0.6
NGC 1284,14.0,1.7,1.6
NGC 1285,14.0,1.5,1.1
NGC 1286,15.0,0.9,0.7
NGC 1287,14.5,0.8,0.7
NGC 1288,12.1,2.3,1.9
NGC 1289,12.6,1.8,1.1
NGC 1290,15.4,0.5,0.4
NGC 1291,8.5,9.7,8.4
NGC 1292,12.1,3.0,1.4
NGC 1293,13.4,0.9,0.9
NGC 1294,13.2,1.5,1.3
NGC 1295,15.0,0.9,0.5
NGC 1296,14.0,1.1,0.9
NGC 1297,11.8,2.3,1.9
NGC 1298,14.0,1.5,1.3
NGC 1299,14.0,1.2,0.6
NGC 1300,10.4,5.9,4.1
NGC 1301,13.4,2.2,0.5
NGC 1302,10.7,4.1,3.7
NGC 1303,15.0,0.8,0.6
NGC 1304,14.5,1.4,0.8
NGC 1305,13.3,1.5,1.0
NGC 1306,12.8,1.1,0.9
NGC 1307,14.4,1.4,0.8
NGC 1308,15.0,1.2,0.9
NGC 1309,11.5,2.3,2.2
NGC 1310,12.1,1.9,1.5
NGC 1311,13.0,3.0,0.8
NGC 1313,8.7,9.2,7.2
NGC 1314,15.5,1.5,1.4
NGC 1315,12.4,1.6,1.4
NGC 1316,8.5,11.2,7.7
NGC 1317,11.0,2.8,2.4
NGC 1318,12.0,2.8,2.4
NGC 1319,12.9,1.3,0.7
NGC 1320,12.4,1.9,0.7
NGC 1321,14.0,0.9,0.5
NGC 1322,15.0,1.0,0.8
NGC 1323,15.5,0.9,0.3
NGC 1324,14.0,2.1,0.8
NGC 1325,11.5,4.8,1.6
NGC 1326,10.5,4.3,2.9
NGC 1327,14.7,1.0,0.3
NGC 1328,14.5,1.0,0.6
NGC 1329,12.6,1.4,1.2
NGC 1331,13.4,0.9,0.9
NGC 1332,10.3,4.0,1.5
NGC 1333,99.9,9.0,7.0
NGC 1334,13.1,1.5,0.7
NGC 1335,13.8,1.1,0.6
NGC 1336,12.3,2.1,1.5
NGC 1337,11.9,5.7,1.5
NGC 1338,13.0,1.4,1.3
NGC 1339,11.6,1.8,1.3
NGC 1340,11.4,6.1,3.8
NGC 1341,12.3,1.6,1.3
NGC 1342,6.7,14.0,14.0
NGC 1343,12.7,2.6,1.6
NGC 1344,10.4,6.1,3.8
NGC 1345,13.8,1.5,1.1
NGC 1346,15.0,1.0,0.7
NGC 1347,13.0,1.5,1.3
NGC 1348,99.9,5.0,5.0
NGC 1349,13.0,0.7,0.7
NGC 1350,10.3,5.4,2.9
NGC 1351,11.6,3.4,2.0
NGC 1352,13.3,1.0,0.7
NGC 1353,11.4,3.4,1.4
NGC 1354,14.0,2.3,0.8
NGC 1355,13.3,1.5,0.4
NGC 1356,13.0,1.4,1.1
NGC 1357,11.5,3.1,2.0
NGC 1358,12.1,2.5,2.1
NGC 1359,12.2,2.5,1.5
NGC 1360,9.4,6.0,4.5
NGC 1361,14.1,1.6,1.4
NGC 1362,12.5,1.2,1.1
NGC 1363,13.9,0.9,0.7
NGC 1364,16.1,0.5,0.5
NGC 1365,9.6,11.0,6.2
NGC 1366,12.0,2.1,0.9
NGC 1367,11.6,5.9,3.8
NGC 1368,15.0,0.7,0.4
NGC 1369,12.7,1.5,1.4
NGC 1370,12.4,1.5,1.0
NGC 1371,10.7,5.9,3.8
NGC 1372,14.7,0.5,0.5
NGC 1373,13.3,1.2,0.9
NGC 1374,11.1,2.7,2.4
NGC 1375,12.4,2.3,0.9
NGC 1376,12.1,2.1,1.9
NGC 1377,12.4,1.8,0.9
NGC 1379,10.9,2.4,2.3
NGC 1380,9.9,4.8,2.9
NGC 1381,11.5,2.6,0.8
NGC 1382,12.9,1.5,1.3
NGC 1383,12.5,1.9,0.8
NGC 1384,14.4,0.9,0.5
NGC 1385,10.9,3.6,2.2
NGC 1386,11.2,3.4,1.3
NGC 1387,10.7,3.2,3.1
NGC 1388,14.3,0.7,0.7
NGC 1389,11.5,2.5,1.5
NGC 1390,13.7,1.4,0.6
NGC 1391,13.3,1.2,0.5
NGC 1393,12.0,2.0,1.2
NGC 1394,12.8,1.3,0.4
NGC 1395,9.6,5.6,4.6
NGC 1396,13.8,1.0,0.8
NGC 1397,14.5,1.7,1.3
NGC 1398,9.7,7.2,5.2
NGC 1399,9.6,6.6,6.1
NGC 1400,11.0,2.5,2.1
NGC 1401,12.3,2.4,0.6
NGC 1402,13.6,0.8,0.6
NGC 1403,12.7,1.3,1.0
NGC 1404,10.0,3.9,3.3
NGC 1405,16.0,1.5,0.5
NGC 1406,11.8,3.9,0.7
NGC 1407,9.7,4.9,4.5
NGC 1409,14.0,1.0,0.8
NGC 1410,14.0,0.8,0.8
NGC 1411,11.3,2.2,1.6
NGC 1412,12.5,1.8,0.7
NGC 1413,15.2,0.5,0.5
NGC 1414,13.8,1.5,0.3
NGC 1415,11.9,3.6,1.7
NGC 1416,12.9,1.4,1.3
NGC 1417,12.1,2.7,1.6
NGC 1418,13.6,1.0,0.6
NGC 1419,12.6,1.1,1.0
NGC 1421,11.4,3.4,0.8
NGC 1422,13.2,2.3,0.6
NGC 1423,15.0,0.9,0.6
NGC 1424,13.8,1.6,0.6
NGC 1425,10.6,5.8,2.5
NGC 1426,11.4,2.6,1.6
NGC 1427,10.9,3.8,2.6
NGC 1428,12.7,1.6,0.8
NGC 1431,14.0,1.0,0.8
NGC 1432,99.9,60.0,40.0
NGC 1433,9.9,6.1,5.7
NGC 1434,15.5,0.8,0.5
NGC 1435,99.9,30.0,30.0
NGC 1436,11.8,3.1,2.0
NGC 1437,11.7,3.1,2.0
NGC 1438,12.4,2.0,0.9
NGC 1439,11.4,2.4,2.2
NGC 1440,11.5,2.2,1.6
NGC 1441,12.9,1.7,0.7
NGC 1442,12.6,2.2,1.6
NGC 1444,6.6,4.0,4.0
NGC 1445,15.4,0.9,0.5
NGC 1446,14.4,0.8,0.5
NGC 1447,15.0,1.0,0.5
NGC 1448,10.7,7.5,2.0
NGC 1449,13.5,0.8,0.5
NGC 1450,15.2,0.8,0.6
NGC 1451,13.3,0.8,0.5
NGC 1452,11.8,2.3,1.5
NGC 1453,11.5,2.3,2.3
NGC 1455,12.8,2.3,1.5
NGC 1457,11.4,7.5,2.0
NGC 1458,12.6,3.3,1.9
NGC 1459,12.8,1.7,1.1
NGC 1460,12.5,1.7,1.4
NGC 1461,11.8,3.0,0.9
NGC 1462,14.1,0.9,0.5
NGC 1463,13.5,1.3,1.2
NGC 1464,15.5,0.8,0.6
NGC 1465,13.7,1.7,0.5
NGC 1466,11.4,2.3,2.3
NGC 1467,15.0,1.1,0.7
NGC 1468,15.0,1.2,0.8
NGC 1469,12.7,1.9,0.8
NGC 1470,15.0,1.3,0.3
NGC 1471,15.5,0.8,0.6
NGC 1472,14.9,0.7,0.6
NGC 1473,12.9,1.5,0.8
NGC 1474,14.0,1.1,1.0
NGC 1476,13.1,1.4,0.6
NGC 1477,14.7,0.6,0.5
NGC 1478,15.3,0.6,0.3
NGC 1481,13.4,1.0,0.7
NGC 1482,12.1,2.4,1.4
NGC 1483,12.7,1.6,1.4
NGC 1484,12.9,2.5,0.6
NGC 1485,12.6,2.1,0.7
NGC 1486,14.4,0.9,0.5
NGC 1487,11.9,3.3,2.0
NGC 1489,13.8,1.4,0.6
NGC 1490,12.4,1.3,1.1
NGC 1491,99.9,9.0,6.0
NGC 1492,13.4,0.9,0.7
NGC 1493,11.3,3.6,3.5
NGC 1494,11.7,3.3,2.0
NGC 1495,12.6,3.0,0.5
NGC 1496,9.6,6.0,6.0
NGC 1497,13.1,1.8,1.2
NGC 1499,5.0,160.0,40.0
NGC 1500,13.8,1.1,0.9
NGC 1501,12.0,0.9333,0.8
NGC 1502,6.9,8.0,8.0
NGC 1503,13.4,0.9,0.7
NGC 1504,15.0,0.7,0.5
NGC 1505,15.0,0.9,0.7
NGC 1506,13.5,1.2,0.9
NGC 1507,12.3,3.6,1.0
NGC 1508,15.0,0.4,0.3
NGC 1509,15.0,0.9,0.7
NGC 1510,13.0,3.2,1.8
NGC 1511,11.3,3.5,1.3
NGC 1512,10.3,9.7,5.3
NGC 1513,8.4,9.0,9.0
NGC 1514,10.8,2.0,1.5
NGC 1515,11.2,5.1,1.1
NGC 1517,13.4,1.1,1.0
NGC 1518,11.8,2.9,1.4
NGC 1519,12.9,2.1,0.6
NGC 1520,99.9,3.0,2.0
NGC 1521,11.4,2.7,1.6
NGC 1522,13.6,1.2,0.8
NGC 1524,12.6,1.4,0.9
NGC 1525,14.5,0.9,0.7
NGC 1526,13.8,0.8,0.6
NGC 1527,10.8,3.9,1.5
NGC 1528,6.4,24.0,24.0
NGC 1529,13.4,1.2,0.3
NGC 1530,11.4,4.4,2.5
NGC 1531,12.2,1.2,0.9
NGC 1532,9.9,11.6,3.4
NGC 1533,10.7,2.5,2.1
NGC 1534,12.8,1.7,0.8
NGC 1535,9.4,0.3333,0.2833
NGC 1536,12.5,2.1,1.5
NGC 1537,10.6,3.9,2.6
NGC 1538,15.0,0.5,0.5
NGC 1539,15.5,0.5,0.5
NGC 1540,14.8,1.1,0.7
NGC 1541,13.5,1.3,0.5
NGC 1542,13.9,1.3,0.5
NGC 1543,10.5,4.7,3.0
NGC 1544,13.2,1.3,0.9
NGC 1545,6.2,18.0,18.0
NGC 1546,10.9,3.2,1.9
NGC 1547,13.6,1.3,0.6
NGC 1549,9.8,4.4,3.6
NGC 1550,12.0,2.2,1.9
NGC 1551,13.1,2.2,1.9
NGC 1552,12.9,1.8,1.2
NGC 1553,9.4,5.0,3.0
NGC 1555,99.9,0.5,0.5
NGC 1556,13.1,1.7,0.5
NGC 1558,12.5,2.5,1.0
NGC 1559,10.6,3.5,2.0
NGC 1560,11.4,9.8,1.5
NGC 1561,15.0,0.7,0.5
NGC 1562,15.1,0.5,0.5
NGC 1563,15.0,0.7,0.3
NGC 1564,15.4,0.7,0.5
NGC 1565,15.0,0.9,0.9
NGC 1566,9.7,8.2,6.5
NGC 1567,12.5,1.4,1.3
NGC 1568,15.0,1.1,0.8
NGC 1569,11.0,3.7,1.8
NGC 1570,13.2,2.0,1.5
NGC 1571,12.3,2.0,1.5
NGC 1572,12.4,2.4,1.2
NGC 1573,11.7,1.9,1.3
NGC 1574,10.4,4.0,3.6
NGC 1575,13.0,1.5,1.3
NGC 1576,15.0,1.1,0.7
NGC 1577,13.5,1.5,1.3
NGC 1578,13.1,1.2,1.1
NGC 1579,99.9,3.0,3.0
NGC 1580,14.5,0.9,0.8
NGC 1581,12.9,1.8,0.7
NGC 1582,7.0,37.0,37.0
NGC 1583,15.0,0.5,0.5
NGC 1584,13.8,0.8,0.7
NGC 1585,13.5,1.2,0.7
NGC 1586,13.2,1.7,0.9
NGC 1587,11.7,1.7,1.4
NGC 1588,12.9,1.4,0.8
NGC 1589,11.8,3.2,1.0
NGC 1590,13.7,0.9,0.7
NGC 1591,12.8,1.2,0.8
NGC 1592,13.7,1.4,0.6
NGC 1593,14.8,1.6,0.6
NGC 1594,14.0,1.8,1.3
NGC 1595,13.7,1.3,0.9
NGC 1596,11.2,3.7,0.9
NGC 1597,15.0,0.9,0.7
NGC 1598,13.8,1.4,0.8
NGC 1599,13.7,0.9,0.8
NGC 1600,10.9,3.1,2.2
NGC 1601,13.8,0.6,0.3
NGC 1602,13.0,1.9,1.1
NGC 1603,13.8,0.8,0.5
NGC 1604,14.5,1.0,0.7
NGC 1605,10.7,5.0,5.0
NGC 1606,17.0,0.4,0.4
NGC 1607,15.0,1.0,0.4
NGC 1608,13.4,1.6,0.6
NGC 1609,15.0,1.1,0.7
NGC 1611,15.0,2.0,0.6
NGC 1612,15.0,1.3,1.0
NGC 1613,15.0,1.0,0.8
NGC 1614,12.9,1.3,1.2
NGC 1615,13.6,1.2,0.8
NGC 1616,12.6,1.8,0.9
NGC 1617,10.4,4.8,2.4
NGC 1618,12.7,2.4,0.8
NGC 1620,12.3,2.9,1.0
NGC 1621,14.5,1.4,0.8
NGC 1622,12.5,3.7,0.7
NGC 1623,16.9,0.8,0.5
NGC 1624,11.8,1.9,1.9
NGC 1625,12.3,2.1,0.5
NGC 1626,14.0,1.4,0.8
NGC 1627,13.0,1.6,1.6
NGC 1628,14.0,1.9,0.4
NGC 1629,99.9,20.0,20.0
NGC 1630,14.1,0.7,0.5
NGC 1631,13.4,1.5,0.9
NGC 1632,13.0,1.0,0.6
NGC 1633,13.5,1.0,0.9
NGC 1634,14.1,0.4,0.3
NGC 1635,12.4,1.4,1.3
NGC 1636,14.0,1.2,0.9
NGC 1637,10.8,3.9,3.3
NGC 1638,12.0,2.3,1.6
NGC 1640,11.7,2.7,2.3
NGC 1642,12.6,1.8,1.6
NGC 1643,14.0,1.2,1.1
NGC 1645,14.0,2.4,1.1
NGC 1646,14.5,1.8,1.0
NGC 1647,6.4,45.0,45.0
NGC 1648,16.0,0.6,0.5
NGC 1649,12.5,1.5,1.5
NGC 1650,14.0,2.3,1.3
NGC 1651,13.0,3.0,3.0
NGC 1652,13.1,15.0,15.0
NGC 1653,12.0,1.5,1.5
NGC 1654,13.4,0.8,0.8
NGC 1656,14.0,1.5,1.0
NGC 1657,13.8,1.2,0.8
