IC0700,11:29:15,+20:35:05.7
IC0701,11:31:01,+20:28:08.2
IC0702,11:30:55,-04:55:19.2
IC0703,11:30:05,-11:32:46.8
IC0704,11:30:12,-11:32:36.6
IC0705,11:32:56,+50:14:30.7
IC0706,11:33:13,-13:20:17.0
IC0707,11:33:45,+21:22:48.2
IC0708,11:33:59,+49:03:43.4
IC0709,11:34:15,+49:02:35.4
IC0710,11:34:27,+25:52:35.3
IC0711,11:34:47,+48:57:22.0
IC0712,11:34:49,+49:04:39.7
IC0713,11:34:44,+16:50:48.8
IC0714,11:36:30,-09:50:48.1
IC0715,11:36:55,-08:22:38.6
IC0716,11:39:03,-00:12:21.6
IC0717,11:38:51,-10:35:01.5
IC0718,11:39:53,+08:52:28.3
IC0719,11:40:19,+09:00:35.6
IC0720,11:42:22,+08:46:04.0
IC0721,11:42:29,-08:20:25.2
IC0722,11:42:44,+08:58:27.2
IC0723,11:42:58,-08:19:57.0
IC0724,11:43:35,+08:56:32.9
IC0725,11:43:29,-01:40:04.7
IC0726,11:43:45,+33:23:31.0
IC0727,11:44:29,+10:47:01.7
IC0728,11:44:50,-01:36:04.8
IC0729,11:45:18,+33:20:08.9
IC0730,11:45:35,+03:13:54.6
IC0731,11:45:18,+49:34:13.5
IC0732,11:46:00,+20:26:34.0
IC0733,11:45:59,-08:09:21.0
IC0734,11:46:04,-08:16:04.0
IC0735,11:48:13,+13:12:33.8
IC0736,11:48:20,+12:42:59.7
IC0737,11:48:28,+12:43:38.6
IC0738,11:48:55,-04:40:55.0
IC0739,11:51:31,+23:51:46.3
IC0740,11:50:39,+55:21:13.9
IC0741,11:50:32,-04:50:09.2
IC0742,11:51:02,+20:47:59.0
IC0743,11:53:22,-13:15:53.5
IC0744,11:54:05,+23:11:32.0
IC0745,11:54:12,+00:08:11.9
IC0746,11:55:35,+25:53:22.0
IC0747,11:57:05,-08:17:32.4
IC0748,11:57:27,+07:27:39.4
IC0749,11:58:34,+42:44:02.5
IC0750,11:58:52,+42:43:20.9
IC0751,11:58:53,+42:34:13.2
IC0752,11:59:15,+42:34:00.6
IC0753,11:59:13,-00:31:25.8
IC0754,11:59:24,-01:39:16.3
IC0755,12:01:10,+14:06:15.5
IC0756,12:02:58,+04:50:45.1
IC0757,12:04:01,+52:35:17.8
IC0758,12:04:12,+62:30:19.3
IC0759,12:05:09,+20:15:36.0
IC0760,12:05:54,-29:17:31.5
IC0761,12:05:54,-12:40:24.0
IC0762,12:08:12,+25:45:25.7
IC0763,12:08:15,+25:48:41.4
IC0764,12:10:14,-29:44:12.5
IC0765,12:10:31,+16:08:06.7
IC0766,12:10:54,-12:39:18.9
IC0767,12:11:03,+12:06:14.4
IC0768,12:11:48,+12:08:37.4
IC0769,12:12:32,+12:07:25.7
IC0770,12:13:02,-04:33:12.1
IC0771,12:15:13,+13:11:04.3
IC0772,12:15:16,+23:57:29.4
IC0773,12:18:08,+06:08:22.4
IC0774,12:18:51,-06:45:59.6
IC0775,12:18:54,+12:54:45.6
IC0776,12:19:03,+08:51:22.0
IC0777,12:19:24,+28:18:35.8
IC0778,12:14:22,+56:00:41.2
IC0779,12:19:39,+29:52:59.5
IC0780,12:19:58,+25:46:18.1
IC0781,12:20:03,+14:57:41.5
IC0782,12:21:37,+05:45:56.7
IC0783,12:21:39,+15:44:42.4
IC0784,12:22:30,-04:39:09.7
IC0785,12:23:02,-13:13:25.1
IC0786,12:23:11,-13:12:16.8
IC0787,12:25:25,+16:07:27.1
IC0788,12:26:07,+16:10:51.6
IC0789,12:26:21,+07:27:36.6
IC0790,12:26:36,+09:02:07.7
IC0791,12:26:59,+22:38:22.5
IC0792,12:27:09,+16:19:31.4
IC0793,12:28:16,+09:26:10.3
IC0794,12:28:09,+12:05:35.9
IC0795,12:28:31,+23:18:17.8
IC0796,12:29:26,+16:24:17.2
IC0797,12:31:55,+15:07:26.2
IC0798,12:32:33,+15:24:55.4
IC0799,12:33:50,-07:22:32.0
IC0800,12:33:57,+15:21:17.4
IC0801,12:33:45,+52:15:17.3
IC0802,12:35:58,+74:18:04.8
IC0803,12:39:37,+16:35:16.9
IC0804,12:41:16,-05:00:32.8
IC0805,12:41:25,+13:43:46.3
IC0806,12:42:08,-17:20:57.7
IC0807,12:42:12,-17:24:12.8
IC0808,12:41:55,+19:55:55.6
IC0809,12:42:09,+11:45:15.4
IC0810,12:42:09,+12:35:48.5
IC0811,12:44:47,-10:11:52.2
IC0812,12:44:51,-04:26:04.6
IC0813,12:45:12,+23:02:10.1
IC0814,12:45:34,-08:05:31.9
IC0815,12:46:23,+11:52:35.8
IC0816,12:46:46,+09:51:02.0
IC0817,12:46:57,+09:51:25.6
IC0818,12:46:45,+29:44:07.0
IC0819,12:46:10,+30:43:54.9
IC0820,12:46:11,+30:43:21.9
IC0821,12:47:26,+29:47:16.0
IC0822,12:47:46,+30:04:37.9
IC0823,12:47:51,+27:12:33.0
IC0824,12:49:42,-04:34:47.0
IC0825,12:50:19,-05:21:46.8
IC0826,12:51:20,+31:03:34.7
IC0827,12:51:55,+16:16:58.3
IC0828,12:52:16,-08:07:58.3
IC0829,12:52:27,-15:31:06.7
IC0830,12:51:17,+53:41:46.7
IC0831,12:52:44,+26:28:13.5
IC0832,12:53:59,+26:26:38.6
IC0833,12:56:38,-06:44:00.3
IC0834,12:56:19,+26:21:32.1
IC0835,12:56:52,+26:29:15.8
IC0836,12:55:54,+63:36:44.4
IC0837,12:57:31,+26:30:43.8
IC0838,12:58:14,+26:25:36.8
IC0839,12:58:15,+28:07:33.3
IC0840,12:58:42,+10:36:59.4
IC0841,12:59:47,+21:48:47.6
IC0842,13:00:40,+29:01:09.9
IC0843,13:01:34,+29:07:50.2
IC0844,13:03:18,-30:31:15.9
IC0845,13:04:57,+12:04:44.6
IC0846,13:05:21,+23:05:44.0
IC0847,13:05:32,+53:41:06.5
IC0848,13:07:02,+16:00:25.6
IC0849,13:07:39,-00:56:32.9
IC0850,13:07:50,-00:52:06.4
IC0851,13:08:34,+21:02:59.2
IC0852,13:07:37,+60:09:25.9
IC0853,13:08:42,+52:46:27.4
IC0854,13:09:50,+24:34:39.2
IC0855,13:10:37,-04:29:04.3
IC0856,13:10:42,+20:32:12.4
IC0857,13:13:50,+17:04:34.5
IC0858,13:14:52,+17:13:36.4
IC0859,13:14:57,+17:13:30.6
IC0860,13:15:04,+24:37:07.9
IC0861,13:15:07,+34:19:43.6
IC0862,13:16:15,+20:02:51.6
IC0863,13:17:12,-17:15:16.1
IC0864,13:17:08,+20:41:30.2
IC0865,13:17:35,-05:50:02.0
IC0866,13:17:17,+20:41:27.6
IC0867,13:17:20,+20:38:17.1
IC0868,13:17:29,+20:36:44.4
IC0869,13:17:31,+20:40:51.9
IC0870,13:17:31,+20:36:00.4
IC0871,13:17:59,+04:24:12.3
IC0872,13:17:02,+06:21:25.5
IC0873,13:18:16,+04:27:51.5
IC0874,13:19:01,-27:37:42.8
IC0875,13:17:08,+57:32:22.0
IC0876,13:18:35,+04:29:10.7
IC0877,13:17:57,+06:04:55.4
IC0878,13:18:00,+06:07:13.5
IC0879,13:19:41,-27:25:44.3
IC0880,13:18:07,+06:06:43.6
IC0881,13:19:56,+15:51:01.9
IC0882,13:20:07,+15:53:53.3
IC0883,13:20:35,+34:08:22.2
IC0884,13:21:55,-12:43:47.0
IC0885,13:22:31,+21:18:59.1
IC0886,13:23:57,-04:23:43.6
IC0887,13:24:12,-12:27:37.5
IC0888,13:24:51,+13:44:16.3
IC0889,13:26:38,+11:52:10.2
IC0890,13:28:26,-16:05:32.4
IC0891,13:30:00,+00:18:18.4
IC0892,13:31:46,-02:42:47.0
IC0893,13:31:47,-02:36:41.8
IC0894,13:32:05,+17:02:56.3
IC0895,13:32:17,+35:39:30.2
IC0896,13:34:10,+04:52:06.5
IC0897,13:34:19,+17:50:53.0
IC0898,13:34:09,+13:16:51.0
IC0899,13:34:59,-08:05:29.9
IC0900,13:34:43,+09:20:12.7
IC0901,13:35:42,+13:19:51.3
IC0902,13:36:01,+49:57:39.0
IC0903,13:38:26,-00:13:39.5
IC0904,13:38:32,+00:32:24.7
IC0905,13:40:03,+23:08:34.7
IC0906,13:40:10,+23:20:27.9
IC0907,13:39:23,+51:03:03.8
IC0908,13:41:19,-04:20:39.1
IC0909,13:40:51,+24:28:23.8
IC0910,13:41:08,+23:16:55.4
IC0911,13:41:25,+23:14:50.9
IC0912,13:41:29,+23:14:43.6
IC0913,13:41:30,+23:10:01.0
IC0914,13:41:41,+23:11:20.5
IC0915,13:43:27,-17:19:58.1
IC0916,13:42:38,+24:27:54.2
IC0917,13:42:31,+55:38:12.9
IC0918,13:42:38,+55:31:46.4
IC0919,13:42:47,+55:31:17.0
IC0920,13:45:25,-12:34:27.0
IC0921,13:43:08,+55:39:04.4
IC0922,13:42:56,+55:36:14.0
IC0923,13:43:14,+55:36:11.3
IC0924,13:45:38,-12:27:18.3
IC0925,13:43:16,+55:36:56.9
IC0926,13:43:39,+55:37:53.5
IC0927,13:45:52,-12:27:52.2
IC0928,13:43:48,+55:34:04.3
IC0929,13:43:45,+55:38:01.6
IC0930,13:43:46,+55:38:47.5
IC0931,13:43:49,+55:37:26.3
IC0932,13:43:51,+55:38:48.3
IC0933,13:45:16,+23:13:08.2
IC0934,13:43:52,+55:39:24.5
IC0935,13:43:52,+55:39:24.5
IC0936,13:44:09,+55:42:22.0
IC0937,13:44:29,+55:37:48.7
IC0938,13:44:31,+55:37:38.6
IC0939,13:47:43,+03:24:41.3
IC0940,13:47:58,+03:26:58.7
IC0941,13:48:36,+24:00:54.3
IC0942,13:47:41,+56:37:17.7
IC0943,13:50:32,+03:11:39.0
IC0944,13:51:31,+14:05:32.0
IC0945,13:47:08,+72:04:13.4
IC0946,13:52:08,+14:06:58.4
IC0947,13:52:36,+00:49:06.1
IC0948,13:52:27,+14:05:28.6
IC0949,13:52:17,+22:31:17.7
IC0950,13:52:26,+14:29:23.0
IC0951,13:51:47,+50:58:42.0
IC0952,13:53:42,+03:22:38.6
IC0953,13:54:57,-30:16:59.9
IC0954,13:49:57,+71:09:52.4
IC0955,13:55:43,-30:15:40.3
IC0956,13:54:41,+20:43:17.3
IC0957,13:56:08,-30:14:15.5
IC0958,13:55:39,+04:59:06.2
IC0959,13:56:03,+13:30:21.0
IC0960,13:56:00,+17:30:21.0
IC0961,13:55:47,+25:50:25.3
IC0962,13:57:13,+12:01:16.8
IC0963,13:57:25,+17:24:27.9
IC0964,13:57:41,+17:30:31.4
IC0965,13:57:47,+17:30:37.9
IC0966,13:58:14,+05:24:29.8
IC0967,13:58:23,+14:27:26.1
IC0968,14:00:37,-02:54:27.3
IC0969,14:01:46,-04:10:49.4
IC0970,14:02:34,+14:33:09.2
IC0971,14:03:53,-10:08:26.1
IC0972,14:04:26,-17:13:41.5
IC0973,14:06:29,-05:28:53.3
IC0974,14:06:34,-05:29:32.7
IC0975,14:07:09,+15:19:05.1
IC0976,14:08:43,-01:09:41.9
IC0977,14:08:42,-03:00:08.8
IC0978,14:08:58,-02:58:25.6
IC0979,14:09:32,+14:49:54.6
IC0980,14:10:22,-07:20:33.3
IC0981,14:10:28,-04:10:17.2
IC0982,14:09:59,+17:41:46.0
IC0983,14:10:04,+17:44:01.8
IC0984,14:10:08,+18:21:52.8
IC0985,14:11:33,-03:13:11.1
IC0986,14:11:26,+01:17:11.5
IC0987,14:11:32,+19:10:20.2
IC0988,14:14:32,+03:11:24.9
IC0989,14:14:51,+03:07:51.2
IC0990,14:15:49,+39:47:52.5
IC0991,14:17:49,-13:52:22.6
IC0992,14:18:15,+00:53:27.9
IC0993,14:18:19,+11:12:59.0
IC0994,14:18:23,+11:11:42.6
IC0995,14:16:31,+57:48:36.4
IC0996,14:17:22,+57:37:47.5
IC0997,14:19:59,-04:27:04.5
IC0998,14:20:19,-04:24:59.2
IC0999,14:19:33,+17:52:31.1
IC1000,14:19:40,+17:51:16.9
IC1001,14:20:40,+05:25:38.5
IC1002,14:20:42,+05:29:08.8
IC1003,14:21:30,+05:04:23.5
IC1004,14:21:02,+17:42:02.1
IC1005,14:19:27,+71:35:17.6
IC1006,14:22:59,+23:47:39.6
IC1007,14:24:37,+04:33:33.0
IC1008,14:23:43,+28:20:52.3
IC1009,14:26:18,+12:21:10.5
IC1010,14:27:20,+01:01:33.1
IC1011,14:28:05,+01:00:22.7
IC1012,14:27:09,+30:56:53.6
IC1013,14:27:59,+25:51:58.8
IC1014,14:28:18,+13:46:48.8
IC1015,14:28:19,+15:25:12.4
IC1016,14:27:32,+04:49:17.8
IC1017,14:28:07,+25:52:07.6
IC1018,14:28:13,+25:49:49.9
IC1019,14:28:13,+25:56:50.7
IC1020,14:28:49,+26:01:56.2
IC1021,14:29:17,+20:39:16.3
IC1022,14:30:02,+03:46:22.3
IC1023,14:32:25,-35:48:12.9
IC1024,14:31:27,+03:00:32.7
IC1025,14:31:28,+07:03:50.1
IC1026,14:30:10,+31:12:55.8
IC1027,14:29:49,+53:57:54.1
IC1028,14:33:16,+41:39:01.4
IC1029,14:32:27,+49:54:16.6
IC1030,14:32:38,+31:40:12.6
IC1031,14:34:24,+48:02:14.8
IC1032,14:34:39,+47:58:04.7
IC1033,14:34:42,+47:56:16.1
IC1034,14:37:14,+14:39:54.5
IC1035,14:38:10,+09:20:09.7
IC1036,14:38:23,+18:06:40.4
IC1037,14:38:25,+18:11:02.5
IC1038,14:39:27,+11:55:43.1
IC1039,14:40:29,+03:25:57.9
IC1040,14:40:23,+09:28:34.1
IC1041,14:40:38,+03:22:37.3
IC1042,14:40:39,+03:28:11.0
IC1043,14:40:43,+03:22:26.5
IC1044,14:41:29,+09:25:51.3
IC1045,14:40:09,+42:46:46.4
IC1046,14:37:53,+69:00:52.1
IC1047,14:42:20,+19:11:30.6
IC1048,14:42:58,+04:53:22.1
IC1049,14:39:33,+62:00:10.6
IC1050,14:44:07,+18:00:45.5
IC1051,14:44:12,+19:01:12.8
IC1052,14:44:14,+20:36:50.4
IC1053,14:45:43,+16:56:48.9
IC1054,14:46:31,+01:16:29.1
IC1055,14:47:26,-13:42:58.1
IC1056,14:45:49,+50:23:38.6
IC1057,14:45:49,+50:23:38.6
IC1058,14:49:12,+17:01:15.4
IC1059,14:50:43,-00:52:32.9
IC1060,14:51:47,-07:13:57.5
IC1061,14:51:14,+18:45:27.2
IC1062,14:51:18,+18:41:13.1
IC1063,14:52:11,+04:40:55.4
IC1064,,
IC1065,14:49:22,+63:16:14.0
IC1066,14:53:03,+03:17:45.7
IC1067,14:53:05,+03:19:54.4
IC1068,14:53:33,+03:04:38.3
IC1069,14:50:47,+54:24:40.2
IC1070,14:53:51,+03:29:04.8
IC1071,14:54:13,+04:45:00.1
IC1072,14:54:13,+04:50:29.6
IC1073,14:54:14,+04:47:39.8
IC1074,14:51:57,+51:15:53.6
IC1075,14:54:49,+18:06:21.5
IC1076,14:55:00,+18:02:14.4
IC1077,14:57:22,-19:12:49.3
IC1078,14:56:29,+09:21:16.3
IC1079,14:56:36,+09:22:11.1
IC1080,14:58:00,-06:43:23.9
IC1081,14:58:55,-19:14:20.7
IC1082,14:58:52,+07:00:26.3
IC1083,14:55:33,+68:24:30.9
IC1084,15:01:15,-07:28:29.7
IC1085,15:02:43,+17:15:09.1
IC1086,15:03:29,+17:06:51.9
IC1087,15:06:44,+03:46:36.6
IC1088,15:06:47,+03:47:30.7
IC1089,15:07:26,+07:07:00.3
IC1090,15:05:43,+42:40:56.5
IC1091,15:08:14,-11:08:27.3
IC1092,15:07:36,+09:21:29.6
IC1093,15:07:36,+14:32:52.8
IC1094,15:07:42,+14:37:30.0
IC1095,15:08:35,+13:40:14.2
IC1096,15:08:22,+19:11:31.6
IC1097,15:08:31,+19:11:03.6
IC1098,15:06:25,+55:36:06.0
IC1099,15:06:55,+56:30:32.4
IC1100,15:06:21,+62:58:51.5
IC1101,15:10:56,+05:44:41.2
IC1102,15:11:05,+04:17:37.9
IC1103,15:11:36,+19:12:28.0
IC1104,15:12:50,-05:03:20.2
IC1105,15:13:14,+04:17:15.2
IC1106,15:13:56,+04:42:39.5
IC1107,15:14:09,+04:42:51.9
IC1108,15:16:50,-45:38:57.5
IC1109,15:17:04,+05:15:22.0
IC1110,15:12:05,+67:21:45.3
IC1111,15:09:32,+54:30:23.4
IC1112,15:17:47,+07:13:05.8
IC1113,15:18:15,+12:29:19.2
IC1114,15:11:26,+75:25:36.1
IC1115,15:22:19,-04:28:25.9
IC1116,15:21:55,+08:25:25.6
IC1117,15:24:23,+15:29:18.9
IC1118,15:25:00,+13:26:42.3
IC1119,15:25:44,-03:39:22.7
IC1120,15:26:11,+18:52:18.0
IC1121,15:27:44,+06:48:14.0
IC1122,15:29:23,+07:37:02.7
IC1123,15:28:54,+42:53:54.7
IC1124,15:30:01,+23:38:18.3
IC1125,15:33:06,-01:37:41.7
IC1126,15:35:01,+04:59:25.5
IC1127,15:34:57,+23:30:11.3
IC1128,15:33:06,-01:37:41.7
IC1129,15:32:01,+68:14:46.8
IC1130,15:37:44,+17:14:39.9
IC1131,15:38:52,+12:04:50.3
IC1132,15:40:07,+20:40:50.2
IC1133,15:41:12,+15:34:24.3
IC1134,15:44:59,+16:57:43.6
IC1135,15:45:35,+17:42:00.3
IC1136,15:47:34,-01:32:43.0
IC1137,15:48:33,+08:35:16.5
IC1138,15:48:16,+26:12:22.4
IC1139,15:29:26,+82:35:01.9
IC1140,15:49:25,+19:06:48.4
IC1141,15:49:47,+12:23:57.6
IC1142,15:50:26,+18:08:22.5
IC1143,15:30:56,+82:27:20.8
IC1144,15:51:22,+43:25:03.6
IC1145,15:44:09,+72:25:52.2
IC1146,15:48:22,+69:23:08.1
IC1147,15:50:12,+69:33:36.2
IC1148,15:57:08,+22:24:16.5
IC1149,15:58:08,+12:04:13.0
IC1150,15:58:19,+15:52:28.3
IC1151,15:58:32,+17:26:29.3
IC1152,15:56:43,+48:05:42.0
IC1153,15:57:03,+48:10:06.2
IC1154,15:52:29,+70:22:30.3
IC1155,16:00:36,+15:41:08.3
IC1156,16:00:37,+19:43:23.6
IC1157,16:00:56,+15:31:35.2
IC1158,16:01:34,+01:42:28.2
IC1159,16:01:01,+15:25:11.9
IC1160,16:01:03,+15:29:40.9
IC1161,16:01:17,+15:38:43.5
IC1162,16:01:16,+17:40:40.2
IC1163,16:01:31,+15:30:14.1
IC1164,15:55:03,+70:35:13.1
IC1165,16:02:08,+15:41:38.0
IC1166,16:02:09,+26:19:38.0
IC1167,16:03:53,+14:56:47.2
IC1168,16:03:56,+14:54:08.7
IC1169,16:04:13,+13:44:38.5
IC1170,16:04:32,+17:43:17.3
IC1171,16:04:52,+17:58:41.6
IC1172,16:05:00,+17:52:13.3
IC1173,16:05:13,+17:25:22.3
IC1174,16:05:27,+15:01:31.2
IC1175,16:05:23,+18:09:47.2
IC1176,16:05:31,+17:57:49.1
IC1177,16:05:20,+18:18:55.3
IC1178,16:05:33,+17:36:05.2
IC1179,16:05:22,+17:45:15.1
IC1180,16:05:30,+18:08:58.8
IC1181,16:05:34,+17:35:37.3
IC1182,16:05:37,+17:48:07.7
IC1183,16:05:38,+17:46:04.4
IC1184,16:05:43,+17:47:24.0
IC1185,16:05:45,+17:43:01.3
IC1186,16:05:44,+17:21:43.8
IC1187,15:59:10,+70:33:25.1
IC1188,16:06:08,+17:27:36.0
IC1189,16:06:15,+18:10:58.4
IC1190,16:05:52,+18:13:13.9
IC1191,16:06:29,+18:16:04.4
IC1192,16:06:33,+17:46:32.3
IC1193,16:06:32,+17:42:49.9
IC1194,16:06:39,+17:45:40.3
IC1195,16:06:41,+17:11:30.5
IC1196,16:07:58,+10:46:46.7
IC1197,16:08:17,+07:32:18.6
IC1198,16:08:36,+12:19:51.4
IC1199,16:10:34,+10:02:25.3
IC1200,16:04:29,+69:39:56.8
IC1201,16:05:42,+69:35:37.7
IC1202,16:12:57,+09:52:01.6
IC1203,16:15:16,-22:22:14.1
IC1204,16:07:15,+69:55:53.3
IC1205,16:14:16,+09:32:13.9
IC1206,16:15:13,+11:17:50.6
IC1207,16:19:27,-29:39:04.0
IC1208,16:15:48,+36:31:38.4
IC1209,16:18:40,+15:33:30.1
IC1210,16:14:30,+62:32:12.1
IC1211,16:16:52,+53:00:21.7
IC1212,16:15:31,+64:13:29.3
IC1213,16:22:10,-01:30:53.5
IC1214,16:16:12,+65:58:07.6
IC1215,16:15:35,+68:23:51.6
IC1216,16:15:55,+68:20:59.6
IC1217,16:16:04,+69:40:35.4
IC1218,16:16:37,+68:12:09.5
IC1219,16:24:27,+19:28:57.3
IC1220,16:29:38,+08:27:02.6
IC1221,16:34:42,+46:23:31.4
IC1222,16:35:09,+46:12:50.1
IC1223,16:35:42,+49:13:13.9
IC1224,16:42:56,+19:15:15.7
IC1225,16:36:53,+67:37:45.9
IC1226,16:41:07,+46:00:14.6
IC1227,16:40:08,+58:37:02.5
IC1228,16:42:06,+65:35:07.8
IC1229,16:44:59,+51:18:29.1
IC1230,16:45:01,+51:15:34.5
IC1231,16:46:59,+58:25:23.4
IC1232,16:41:07,+46:00:14.6
IC1233,16:48:20,+62:58:35.1
IC1234,16:52:51,+56:52:40.0
IC1235,16:52:04,+63:06:56.9
IC1236,16:58:30,+20:02:29.3
IC1237,16:56:16,+55:01:35.3
IC1238,17:00:30,+23:04:36.3
IC1239,17:00:45,+23:02:38.4
IC1240,17:00:59,+61:03:01.6
IC1241,17:01:28,+63:41:28.0
IC1242,17:08:43,+04:02:59.6
IC1243,17:10:25,+10:45:59.8
IC1244,17:10:34,+36:18:11.9
IC1245,17:12:37,+38:01:13.6
IC1246,17:14:12,+20:14:14.3
IC1247,17:16:22,-12:46:51.2
IC1248,17:11:40,+59:59:44.2
IC1249,17:14:55,+35:31:12.4
IC1250,17:14:29,+57:25:00.4
IC1251,17:10:13,+72:24:37.8
IC1252,17:15:50,+57:22:00.5
IC1253,17:19:55,+16:39:38.5
IC1254,17:11:33,+72:24:07.2
IC1255,17:23:05,+12:41:43.6
IC1256,17:23:47,+26:29:11.5
IC1257,17:27:08,-07:05:35.1
IC1258,17:27:17,+58:29:07.7
IC1259,17:27:26,+58:31:00.0
IC1260,17:27:32,+58:28:33.1
IC1261,17:23:23,+71:15:49.1
IC1262,17:33:02,+43:45:34.6
IC1263,17:33:07,+43:49:19.5
IC1264,17:33:17,+43:37:45.2
IC1265,17:36:39,+42:05:18.3
IC1266,17:45:35,-46:05:23.5
IC1267,17:38:46,+59:22:23.3
IC1268,17:50:39,+17:12:34.0
IC1269,17:52:06,+21:34:10.7
IC1270,17:47:57,+62:13:24.4
IC1271,18:05:13,-24:24:37.9
IC1272,18:04:56,+25:07:45.1
IC1273,18:05:03,+25:07:55.6
IC1274,18:09:51,-23:38:53.6
IC1275,18:10:07,-23:45:40.4
IC1276,18:10:44,-07:12:27.3
IC1277,18:10:27,+31:00:11.4
IC1278,18:10:42,+31:08:59.7
IC1279,18:11:15,+36:00:28.0
IC1280,18:12:18,+25:39:44.5
IC1281,18:11:38,+35:59:32.0
IC1282,18:14:05,+21:06:07.9
IC1283,18:17:17,-19:45:44.0
IC1284,18:17:40,-19:40:19.3
IC1285,18:16:10,+25:06:01.2
IC1286,18:16:14,+55:35:27.6
IC1287,18:31:26,-10:47:44.9
IC1288,18:29:22,+39:42:48.1
IC1289,18:30:02,+39:57:50.5
IC1290,18:38:35,-24:05:48.6
IC1291,18:33:53,+49:16:43.0
IC1292,18:44:40,-27:48:58.6
IC1293,18:41:37,+56:19:04.0
IC1294,18:49:50,+40:12:33.8
IC1295,18:54:37,-08:49:37.3
IC1296,18:53:19,+33:03:59.7
IC1297,19:17:23,-39:36:47.0
IC1298,19:18:36,-01:35:46.3
IC1299,19:22:42,+20:44:22.4
IC1300,19:24:03,+53:37:29.2
IC1301,19:26:32,+50:07:31.0
IC1302,19:30:53,+35:47:06.9
IC1303,19:31:30,+35:52:35.8
IC1304,19:35:34,+41:06:42.6
IC1305,19:39:17,+20:11:39.4
IC1306,19:41:41,+37:41:06.7
IC1307,19:42:32,+27:45:09.5
IC1308,19:45:05,-14:43:12.9
IC1309,20:03:02,-17:13:55.5
IC1310,20:10:01,+34:58:08.0
IC1311,20:10:48,+41:10:26.2
IC1312,20:16:51,+18:02:45.5
IC1313,20:18:44,-16:56:45.5
IC1314,20:17:50,+25:05:23.2
IC1315,20:17:22,+30:41:20.7
IC1316,20:22:26,+06:30:06.1
IC1317,20:23:16,+00:39:53.0
IC1318,20:22:14,+40:15:24.1
IC1319,20:26:02,-18:30:14.7
IC1320,20:26:26,+02:54:35.0
IC1321,20:28:11,-18:17:29.4
IC1322,20:30:08,-15:13:40.2
IC1323,20:30:29,-15:10:55.0
IC1324,20:32:12,-09:03:22.0
IC1325,20:32:50,+09:55:35.1
IC1326,,
IC1327,20:35:41,-00:00:20.8
IC1328,20:41:57,-19:37:59.0
IC1329,20:43:42,+15:35:50.7
IC1330,20:46:15,-14:01:23.6
IC1331,20:47:49,-09:59:45.4
IC1332,20:51:51,-13:42:41.5
IC1333,20:52:17,-16:17:08.7
IC1334,20:52:17,-16:17:08.7
IC1335,20:53:06,-16:20:07.6
IC1336,20:55:05,-18:02:19.4
IC1337,20:56:53,-16:35:09.0
IC1338,20:56:58,-16:29:33.4
IC1339,20:57:56,-17:56:34.2
IC1340,20:56:08,+31:02:52.3
IC1341,21:00:17,-13:58:34.8
IC1342,21:00:25,-14:29:45.1
IC1343,21:01:01,-15:24:13.3
IC1344,21:01:16,-13:22:49.0
IC1345,21:01:22,-13:23:51.4
IC1346,21:01:37,-13:57:38.5
IC1347,21:01:44,-13:18:47.9
IC1348,21:01:44,-13:21:28.8
IC1349,21:01:50,-13:15:55.8
IC1350,21:01:52,-13:51:09.6
IC1351,21:01:52,-13:12:06.7
IC1352,21:01:55,-13:23:02.7
IC1353,21:01:56,-13:16:22.2
IC1354,21:01:52,-13:51:09.6
IC1355,21:01:58,-13:10:22.8
IC1356,21:02:53,-15:48:41.7
IC1357,21:05:57,-10:42:58.5
IC1358,21:06:29,-16:12:16.0
IC1359,21:08:43,+12:29:03.4
IC1360,21:10:50,+05:04:16.9
IC1361,21:11:29,+05:03:15.6
IC1362,21:11:53,+02:19:44.3
IC1363,21:10:40,+46:52:12.2
IC1364,21:13:25,+02:46:11.0
IC1365,21:13:56,+02:33:55.4
IC1366,21:14:08,+01:46:34.0
IC1367,21:14:10,+02:59:37.7
IC1368,21:14:13,+02:10:40.8
IC1369,21:12:09,+47:46:06.6
IC1370,21:15:14,+02:11:31.3
IC1371,21:20:16,-04:52:35.5
IC1372,21:20:17,-05:36:16.5
IC1373,21:20:37,+01:05:32.7
IC1374,21:21:03,+01:42:46.7
IC1375,21:21:00,+03:59:07.5
IC1376,21:24:41,-05:44:32.8
IC1377,21:25:27,+04:18:51.2
IC1378,21:22:52,+55:27:51.5
IC1379,21:26:01,+03:05:50.6
IC1380,21:27:11,+02:43:03.6
IC1381,21:27:34,-01:11:19.0
IC1382,21:22:08,+18:39:56.4
IC1383,21:27:40,-01:06:07.8
IC1384,21:27:53,-01:22:06.8
IC1385,21:28:51,-01:04:12.4
IC1386,21:29:37,-21:11:44.5
IC1387,21:29:34,-01:21:03.3
IC1388,21:29:52,-00:37:52.6
IC1389,21:32:08,-18:01:06.1
IC1390,21:32:25,-01:51:45.1
IC1391,21:35:00,-00:30:41.2
IC1392,21:35:33,+35:23:54.0
IC1393,21:40:14,-22:24:41.0
IC1394,21:40:13,+14:37:58.9
IC1395,21:41:41,+04:06:16.3
IC1396,21:38:58,+57:29:20.6
IC1397,21:44:02,-04:53:05.3
IC1398,21:45:51,+09:28:31.2
IC1399,21:46:09,+04:24:08.0
IC1400,21:44:16,+52:58:01.3
